transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_302040.4	10.50	16.60	21.40	54.41	84.96	47.30	42.84	45.67	48.25	7.49	35.89
Smp_302040.5	0.20	0.16	0.50	1.94	2.50	1.98	1.78	1.72	1.99	0.60	1.69
Smp_302040.6	0.02	0.03	0.67	3.49	1.31	0.95	1.03	1.44	1.64	0.07	0.71
Smp_302040.7	0.01	0.01	0.01	0.24	0.07	0.44	0.29	0.35	0.24	0.08	0.16
Smp_302040.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
Smp_302090.1	22.51	78.35	17.68	31.59	85.16	162.03	138.01	172.17	176.03	78.31	170.95
Smp_302140.1	3.08	2.57	5.02	2.39	9.01	5.38	3.97	2.40	2.10	0.18	0.94
Smp_302170.1	93.97	8.15	4.35	57.00	2.18	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302180.1	0.00	12.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302220.1	0.03	0.00	0.77	2.97	2.62	0.00	0.00	3.67	0.33	7.42	0.00
Smp_302220.2	0.06	0.08	5.10	4.99	5.46	1.74	1.91	12.05	3.97	23.90	1.17
Smp_302230.1	145.86	233.93	123.32	168.57	260.39	208.42	192.88	200.78	182.77	103.50	154.18
Smp_302270.1	19624.65	7373.13	132.96	155.18	26.75	31.14	26.57	20.66	23.33	9.31	32.43
Smp_302280.1	12828.09	5265.58	408.11	1522.78	3.80	13.77	79.09	16.00	1.19	0.00	59.25
Smp_302290.1	261.89	108.14	556.25	2050.70	654.30	1133.24	1095.45	1207.52	1383.94	437.66	1400.47
Smp_302300.1	0.00	0.00	0.00	1.86	0.08	0.00	0.11	0.04	0.09	0.00	0.15
Smp_302310.1	0.04	0.07	0.20	0.35	0.29	0.08	0.13	0.22	0.15	0.00	0.10
Smp_302310.2	0.08	0.19	0.00	1.93	0.00	0.72	0.50	0.74	1.03	0.37	1.57
Smp_302320.1	147.86	79.55	29.31	89.06	16.00	5.10	8.85	4.75	7.89	0.84	11.22
Smp_302330.1	6.53	13.35	10.92	27.26	27.27	25.25	24.62	21.12	19.92	11.53	21.88
Smp_302340.1	907.24	300.01	119.08	397.18	45.30	17.81	21.65	13.75	17.35	3.93	17.49
Smp_302350.1	0.00	0.00	0.00	18.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302350.2	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302360.1	13.02	6.57	41.01	83.12	341.07	56.76	64.48	64.70	83.10	9.93	98.25
Smp_302370.1	1.89	5.22	43.01	35.56	178.92	2.97	3.34	3.59	4.97	0.12	3.03
Smp_302410.1	1.33	5.63	0.81	6.77	27.28	22.73	25.68	21.83	25.44	3.56	25.83
Smp_302450.1	6.02	5.54	25.65	5.65	6.63	3.51	3.17	2.42	2.21	1.97	2.34
Smp_302460.1	126.06	358.24	127.25	364.28	478.06	274.14	247.64	378.35	332.65	222.93	371.25
Smp_302470.1	0.17	0.13	3.85	11.52	13.52	14.63	13.60	13.50	13.29	8.72	15.84
Smp_302480.1	76.54	65.52	223.38	81.54	91.86	42.72	38.70	36.36	32.89	35.10	65.86
Smp_302610.1	2.17	4.54	1.81	4.16	7.28	2.02	1.15	0.72	0.60	1.39	1.33
Smp_302650.1	6.81	3.86	14.41	86.75	40.94	18.60	16.91	14.98	13.70	7.86	13.34
Smp_302650.2	0.00	0.00	0.34	0.37	0.64	0.13	0.10	0.21	0.13	0.01	0.05
Smp_302650.3	0.19	0.06	0.23	5.51	0.30	0.05	0.04	0.07	0.06	0.02	0.03
Smp_302740.1	70.36	38.11	45.50	45.33	32.54	15.57	12.20	12.49	12.12	2.40	7.77
Smp_302740.2	4.68	2.11	14.78	14.54	9.92	6.61	6.16	5.81	6.89	0.67	3.75
Smp_302740.3	118.01	65.37	181.45	225.61	168.67	128.25	97.75	101.55	97.56	54.63	88.56
Smp_302740.4	11.56	5.62	15.41	12.82	6.87	10.47	8.08	8.42	8.71	1.35	5.92
Smp_302800.1	359.25	494.76	61.29	84.54	18.39	323.51	323.83	272.50	269.32	340.24	327.61
Smp_302810.1	39.25	78.89	0.09	3.48	0.09	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302830.1	0.01	0.01	0.40	0.61	0.12	0.02	0.00	6.02	1.06	21.10	0.18
Smp_302850.1	1.34	0.60	4.23	13.57	18.09	24.32	32.51	46.47	51.17	30.47	21.83
Smp_302850.2	0.05	0.09	0.63	4.79	1.26	0.42	0.63	21.47	2.34	46.72	0.81
Smp_302850.3	5.33	1.89	25.85	28.72	29.37	31.31	50.78	22.59	22.81	10.96	35.88
Smp_302850.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_302850.5	2.22	0.95	13.31	25.48	32.93	20.05	29.25	22.67	20.75	5.19	16.12
Smp_302860.1	100.14	56.82	1.56	6.35	8.77	35.42	36.59	27.40	28.55	11.23	28.65
Smp_302870.1	59.15	41.07	64.50	53.20	12.99	64.44	51.29	43.92	45.92	35.05	53.11
Smp_302880.1	17.57	21.25	51.32	80.10	58.49	30.52	36.54	29.73	34.18	10.07	31.14
Smp_302880.2	1.30	1.70	6.34	4.55	2.80	2.15	2.73	1.81	2.11	0.31	1.93
Smp_302910.1	3.61	1.87	2.24	1.16	1.59	0.72	0.57	1.64	0.91	1.20	0.75
Smp_302920.1	1.71	1.84	10.02	18.27	41.56	16.02	22.68	14.62	18.48	3.43	18.38
Smp_302920.2	0.98	1.14	7.95	2.52	7.52	4.89	6.32	4.97	6.66	0.79	4.34
Smp_302920.3	4.49	5.94	0.00	0.00	0.00	3.97	5.12	3.95	7.21	8.57	11.51
Smp_302930.1	6.71	4.43	26.83	98.48	93.36	35.00	32.13	29.36	32.14	6.47	25.43
Smp_302950.1	3.59	7.65	11.93	48.29	97.62	56.38	50.55	45.39	46.94	5.31	28.29
Smp_302950.2	0.20	0.02	1.02	1.07	1.14	35.00	35.48	24.34	27.45	21.71	43.28
Smp_302950.3	12.40	26.55	31.16	8.03	9.32	0.17	0.22	0.09	0.06	0.00	0.07
Smp_302970.1	10.09	3.08	14.64	18.02	35.12	56.30	44.72	33.91	28.87	30.03	31.79
Smp_302980.1	0.23	0.33	0.33	6.69	3.53	2.69	5.08	349.77	68.28	599.27	9.26
Smp_302990.1	0.02	0.01	0.11	0.14	0.03	0.24	0.19	0.13	0.15	0.00	0.04
Smp_303000.1	0.12	0.07	0.33	0.92	2.59	8.61	7.23	4.55	4.60	0.52	3.32
Smp_303010.1	3.99	6.33	3.12	1.79	6.52	4.90	6.39	2.34	2.49	0.22	2.34
Smp_303070.1	312.93	269.86	1.04	0.24	0.46	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303120.1	1.10	1.10	3.01	3.55	2.87	4.89	4.54	4.43	4.92	3.37	5.20
Smp_303250.1	0.99	1.56	30.20	48.50	43.63	7.96	2.49	9.65	10.01	4.60	17.03
Smp_303260.1	1.30	2.24	0.03	0.10	0.30	0.02	0.03	0.02	0.00	0.00	0.03
Smp_303270.1	34.01	49.32	0.82	0.78	2.40	2.29	1.15	4.80	2.49	3.82	2.47
Smp_303280.1	3.89	9.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303290.1	240.15	229.02	0.70	1.32	2.25	1.69	1.02	1.13	0.56	0.72	1.27
Smp_303300.1	35.13	19.94	98.83	183.87	202.43	191.61	175.10	164.44	162.47	161.65	188.65
Smp_303310.1	1.06	0.33	0.19	0.32	0.66	2.46	1.26	0.86	1.04	0.13	0.45
Smp_303320.1	0.74	0.74	0.29	2.39	4.70	219.44	158.13	205.35	318.47	73.28	472.58
Smp_303330.1	0.05	0.00	0.11	0.19	0.00	0.07	0.00	0.04	0.08	0.14	0.09
Smp_303350.1	0.56	0.34	1.37	3.79	0.00	34.06	25.10	21.49	23.46	11.48	22.51
Smp_303360.1	2.23	2.95	3.67	5.08	5.03	7.49	5.90	6.31	5.80	6.53	6.31
Smp_303370.1	0.25	0.29	15.80	9.31	2.95	0.50	0.79	0.89	1.21	2.87	3.07
Smp_303370.2	0.25	0.29	15.80	9.31	2.95	0.50	0.79	0.89	1.21	2.87	3.07
Smp_303380.1	3.28	3.86	2.67	22.94	56.63	43.54	41.83	35.79	34.72	27.69	32.61
Smp_303390.1	62.53	7.89	0.29	26.43	0.11	0.04	0.00	0.04	0.07	0.00	0.08
Smp_303400.1	10357.51	3623.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303410.1	39245.61	12629.25	42.16	525.46	79.05	105.58	105.92	80.08	69.63	150.83	116.71
Smp_303420.1	256.88	143.75	29.69	261.85	41.87	36.67	25.12	39.95	45.95	19.04	17.45
Smp_303430.1	1.41	0.99	2.69	2.46	2.81	2.83	2.12	2.14	1.98	1.32	1.84
Smp_303450.1	4.22	7.39	0.05	1.31	0.19	0.01	0.01	0.00	0.01	0.00	0.19
Smp_303490.1	34.63	36.04	75.94	51.17	61.63	65.22	65.54	54.14	54.50	37.35	55.88
Smp_303500.1	14525.59	17111.82	1917.03	2385.41	5507.02	1249.88	1544.93	1372.30	1810.55	4026.35	2277.82
Smp_303500.2	633.96	708.01	125.98	265.37	519.99	206.59	212.86	143.34	130.67	111.00	135.59
Smp_303510.1	0.21	0.08	0.27	0.07	0.31	0.53	0.44	0.47	0.39	0.19	0.30
Smp_303510.2	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
Smp_303510.3	3.37	2.80	11.16	9.99	12.87	25.11	15.78	13.86	15.48	8.22	10.20
Smp_303520.1	2.04	2.30	7.20	3.50	4.19	29.09	18.58	18.23	20.15	14.60	16.64
Smp_303530.1	3.74	12.34	94.26	22.67	23.64	4.20	2.50	2.98	3.39	0.35	2.14
Smp_303540.1	0.97	1.17	10.35	5.20	6.87	2.28	0.08	1.24	0.20	0.26	0.00
Smp_303540.2	18.68	27.35	39.68	39.49	103.13	139.83	7.34	65.59	12.82	48.75	0.10
Smp_303550.1	3634.71	3679.77	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00
Smp_303560.1	3.44	1.97	2.73	8.52	24.47	6.49	4.66	5.90	4.29	0.23	1.74
Smp_303560.2	0.12	0.00	0.00	0.00	0.25	1.70	0.00	0.00	0.67	0.00	0.00
Smp_303570.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303570.2	0.11	0.08	1.30	1.17	4.21	2.93	1.02	2.67	1.53	0.41	0.78
Smp_303580.1	0.00	0.00	11.36	22.44	26.85	4.37	0.00	7.97	13.13	26.26	24.87
Smp_303590.1	0.45	0.49	1.46	0.00	10.37	6.02	9.68	0.88	4.86	2.82	1.94
Smp_303590.2	2.59	7.27	4.83	5.52	5.02	21.71	9.28	26.36	24.95	14.59	10.87
Smp_303600.1	0.68	1.28	4.97	8.97	17.78	5.29	8.86	12.56	9.74	1.24	2.40
Smp_303600.2	0.33	0.44	0.69	0.79	0.85	2.25	3.67	4.16	2.98	0.39	0.80
Smp_303610.1	19.21	24.08	18.25	23.66	30.18	3.23	33.06	66.99	40.12	0.00	0.00
Smp_303620.1	0.90	0.54	1.49	2.96	11.77	248.51	177.99	342.17	374.20	670.60	507.29
Smp_303630.1	36.13	37.09	19.64	26.22	24.26	36.95	10.71	16.27	17.58	0.44	4.73
Smp_303640.1	6.25	8.56	25.65	28.91	31.53	68.05	72.39	67.29	70.90	36.98	65.23
Smp_303640.2	0.33	0.52	0.84	0.00	0.33	1.34	1.08	0.99	0.83	0.25	0.61
Smp_303640.3	12.40	15.97	5.81	3.36	12.06	9.93	9.02	7.34	9.58	5.32	8.94
Smp_303650.1	0.00	0.00	6.96	5.05	4.64	6.43	5.69	4.80	5.20	0.54	2.69
Smp_303650.2	0.27	0.18	38.04	41.05	42.78	66.65	62.95	41.91	44.27	11.27	26.88
Smp_303660.1	0.13	0.16	5.21	5.12	7.54	5.63	5.14	2.63	3.05	0.63	2.43
Smp_303670.1	0.00	0.03	6.05	7.61	21.08	38.38	40.24	23.21	27.24	8.02	22.62
Smp_303680.1	1.09	3.43	0.17	0.29	1.14	11.85	8.15	5.86	4.14	2.80	1.79
Smp_303690.1	178.15	182.98	3.20	8.10	1.65	1.01	1.68	0.92	1.72	0.00	1.21
Smp_303690.2	0.00	0.00	0.00	2.21	0.00	0.45	0.76	0.25	0.23	0.09	0.39
Smp_303690.3	1001.59	349.19	10.09	57.95	8.62	1.34	0.78	1.44	1.04	0.44	1.18
Smp_303760.1	256.64	269.86	1.04	0.24	0.46	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303760.2	7.24	27.52	1.94	2.26	0.00	0.70	0.53	0.34	0.59	0.22	0.56
Smp_303770.1	7.80	10.33	28.14	27.57	45.34	26.82	25.00	23.86	27.48	7.45	21.06
Smp_303770.2	90.23	55.02	12.46	2.86	11.00	57.39	46.36	42.38	38.40	50.25	50.91
Smp_303860.1	0.67	3.35	6.32	3.33	7.74	3.85	4.22	6.28	6.62	7.95	11.50
Smp_303900.1	0.14	0.11	4.28	0.76	1.63	0.18	0.18	0.34	0.17	0.04	0.13
Smp_303910.1	0.49	0.69	14.07	4.30	2.60	0.19	0.18	0.66	0.33	0.07	0.33
Smp_303910.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_303910.3	0.49	0.69	14.07	4.30	2.60	0.19	0.18	0.66	0.33	0.07	0.33
Smp_303920.1	0.78	0.66	34.73	7.58	12.85	0.17	0.17	0.49	0.35	0.08	0.25
Smp_303940.1	0.14	0.04	0.82	0.25	1.62	4.75	4.50	4.11	4.66	0.86	4.06
Smp_303950.1	6.38	4.77	9.53	27.99	18.28	8.27	6.90	5.24	5.59	1.03	4.90
Smp_303970.1	0.19	0.08	0.50	5.03	1.87	0.42	0.26	0.89	1.26	0.45	0.47
Smp_303980.1	3.91	0.10	135.54	8.69	1.24	0.32	0.53	0.90	1.51	0.14	2.45
Smp_304000.1	1.31	1.56	44.09	21.68	11.66	0.30	0.49	0.40	0.47	0.14	0.81
Smp_304030.1	1.87	2.19	2.21	1.38	3.57	2.84	3.18	1.69	1.97	0.65	1.66
Smp_304040.1	0.00	0.13	0.74	0.13	0.00	3.78	3.27	1.94	1.66	0.38	1.72
Smp_304050.1	0.05	0.01	0.08	0.11	0.00	0.03	0.01	0.05	0.02	0.01	0.03
Smp_304060.1	0.08	0.01	0.11	0.03	0.04	0.00	0.00	0.01	0.00	0.01	0.02
Smp_304090.1	0.57	0.65	2.39	6.20	8.81	8.04	11.40	9.32	11.71	1.04	8.46
Smp_304090.2	0.18	0.07	2.54	0.74	1.77	3.33	4.83	5.24	6.99	0.17	2.43
Smp_304090.3	0.16	0.00	1.87	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304090.4	0.19	0.35	14.67	17.47	31.65	5.09	9.28	3.37	5.49	0.00	5.35
Smp_304090.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.22	0.00	0.00
Smp_304130.1	13.26	14.37	43.11	96.69	132.44	45.31	67.19	49.34	61.13	10.70	55.65
Smp_304130.2	3.94	3.16	1.42	2.65	8.39	7.44	6.06	2.49	4.75	0.00	5.79
Smp_304140.1	0.87	1.03	6.14	4.80	7.44	7.12	4.02	4.74	4.65	0.99	3.84
Smp_304210.1	0.09	0.14	0.42	0.09	0.12	0.59	0.45	0.82	0.96	0.39	2.01
Smp_304220.1	0.02	0.04	0.06	0.23	0.03	0.18	0.15	0.14	0.17	0.03	0.25
Smp_304250.1	142.53	123.39	178.48	163.92	35.70	167.70	78.30	89.81	43.22	290.32	27.67
Smp_304260.1	27.30	16.95	60.31	92.47	79.93	64.52	41.02	66.93	30.78	146.66	16.76
Smp_304320.1	0.24	0.18	1.26	14.29	0.98	0.06	0.00	0.08	0.00	0.00	0.05
Smp_304320.2	3.46	4.43	8.33	2.69	29.61	6.38	7.71	4.65	4.61	1.67	5.40
Smp_304320.3	3.74	6.06	3.71	11.48	6.41	14.50	16.75	17.96	21.15	10.27	16.40
Smp_304320.4	2.19	5.10	8.53	5.23	12.58	3.97	4.25	5.52	6.00	0.24	1.90
Smp_304320.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304320.6	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304360.1	2.20	2.47	18.87	30.19	17.28	2.49	3.09	2.62	2.91	0.36	2.90
Smp_304360.2	40.22	61.16	66.59	105.49	152.28	91.39	126.30	90.13	123.99	38.37	148.03
Smp_304370.1	19.85	31.82	25.63	48.69	82.48	59.53	53.64	50.34	50.97	17.09	41.01
Smp_304370.2	5.74	10.21	10.92	12.93	30.81	6.32	5.05	5.97	5.76	0.74	2.76
Smp_304370.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304370.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304380.1	126.31	145.58	138.29	183.73	227.25	149.86	193.27	124.75	156.21	60.48	151.86
Smp_304450.1	0.10	0.08	0.11	0.66	0.45	0.57	0.75	0.92	1.51	0.51	3.04
Smp_304460.1	1.17	1.26	1.22	0.97	1.51	1.77	2.04	1.56	1.81	0.49	1.58
Smp_304460.2	70.98	62.48	22.81	17.22	30.94	49.56	61.61	47.38	59.97	28.44	65.42
Smp_304460.3	0.00	0.03	0.04	0.00	0.00	0.01	0.03	0.02	0.02	0.00	0.01
Smp_304500.1	0.02	0.00	1.87	0.42	0.50	0.72	1.15	1.32	1.35	0.14	1.08
Smp_304500.2	2.59	0.15	1.67	2.77	4.11	6.70	8.17	7.30	8.33	2.20	6.11
Smp_304500.3	1.45	0.03	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304500.4	1.45	0.03	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_304660.1	0.96	1.25	2.52	0.00	10.39	7.48	8.61	7.19	7.73	3.15	7.66
Smp_304660.2	0.00	0.00	3.26	0.00	0.07	45.85	52.98	37.70	51.11	9.45	50.23
Smp_304710.1	0.45	0.88	3.97	4.81	2.52	0.74	0.32	0.61	1.18	0.00	0.93
Smp_304710.2	0.30	0.11	0.00	0.10	0.00	1.16	3.34	2.11	2.86	0.47	2.32
Smp_304710.3	0.33	0.11	1.49	0.26	0.00	1.70	1.21	0.97	0.40	0.20	1.18
Smp_304710.4	0.00	0.10	1.20	5.11	2.16	1.73	2.40	1.38	2.05	0.34	1.77
Smp_304720.1	48.45	59.11	2.99	7.53	13.70	16.59	14.33	10.93	9.26	8.25	7.61
Smp_304800.1	0.89	0.83	4.78	11.16	10.24	5.24	6.81	5.11	5.88	2.42	5.17
Smp_304800.2	0.00	0.00	6.77	16.69	9.53	7.77	14.16	11.50	16.16	3.48	11.06
Smp_304800.3	9.26	5.54	7.51	17.29	11.59	5.96	6.94	5.05	5.65	1.78	4.87
Smp_304800.4	0.89	0.83	4.78	11.16	10.24	5.24	6.81	5.11	5.88	2.42	5.17
Smp_304800.5	2.29	1.35	10.69	11.36	8.46	3.36	3.56	3.15	3.93	0.98	2.78
Smp_304840.1	39.61	22.87	17.62	7.26	8.56	3.46	3.13	0.66	0.55	0.25	2.58
Smp_304840.2	44.00	38.01	67.88	107.44	61.10	51.19	60.21	47.84	60.33	6.54	56.01
Smp_304840.3	3.24	1.73	6.42	13.45	11.88	8.59	11.91	8.33	11.09	4.21	13.37
Smp_304840.4	0.89	0.64	3.65	9.85	4.46	2.73	2.90	2.62	3.74	0.85	3.76
Smp_304860.1	0.17	0.06	1.12	0.31	0.17	0.47	1.46	1.35	2.59	0.06	2.95
Smp_304870.1	0.04	0.02	0.71	0.72	0.50	1.20	1.72	1.45	2.21	0.58	2.85
Smp_304880.1	0.91	0.15	0.42	0.43	1.11	2.97	2.72	2.39	2.64	2.55	2.21
Smp_304890.1	0.77	0.38	7.68	2.35	3.26	11.61	8.11	3.69	6.56	1.51	5.59
Smp_304890.2	0.37	0.20	5.26	2.58	3.68	5.64	10.30	5.52	4.28	0.73	4.27
Smp_304900.1	8.40	4.61	16.41	32.01	35.83	31.27	34.13	21.95	27.81	9.75	32.11
Smp_304900.2	0.99	1.07	10.35	5.28	3.32	2.75	6.77	2.15	4.58	0.66	4.64
Smp_304910.1	4.07	2.93	13.13	20.64	18.02	10.21	11.64	6.35	8.25	1.74	8.11
Smp_304960.1	29.55	17.82	31.69	41.12	18.29	8.92	12.87	7.39	8.64	0.62	10.66
Smp_304960.2	102.49	104.41	127.79	168.88	119.31	52.70	54.51	46.19	49.30	9.26	41.06
Smp_304970.1	138.08	139.46	126.47	227.28	160.90	62.74	67.33	52.26	62.41	29.07	69.00
Smp_304980.1	0.06	0.01	0.40	1.38	0.53	0.77	0.71	0.31	0.35	0.05	0.33
Smp_305030.1	0.68	0.69	4.57	0.43	4.97	7.84	7.95	8.15	10.26	5.06	4.59
Smp_305030.2	6.57	8.43	5.67	1.86	2.65	6.26	7.68	4.94	7.20	2.97	4.62
Smp_305030.3	13.31	11.69	13.86	6.66	11.09	37.01	45.49	46.11	42.99	45.68	35.64
Smp_305050.1	0.00	0.00	0.00	2.19	2.15	1.29	2.18	0.82	0.82	0.00	1.60
Smp_305050.2	3.46	4.27	7.99	2.34	3.75	11.79	14.96	4.93	7.38	0.98	10.63
Smp_305060.1	0.42	0.20	2.28	3.69	2.35	2.41	2.54	2.31	2.52	0.45	2.46
Smp_305070.1	0.18	0.14	1.21	3.34	2.47	4.05	5.17	5.25	6.37	2.13	7.66
Smp_305100.1	2.34	1.46	8.03	13.30	37.08	12.21	16.95	14.10	15.88	2.11	20.40
Smp_305100.2	11.78	5.47	9.92	13.57	32.05	16.41	20.89	15.83	21.06	1.94	18.09
Smp_305100.3	0.02	0.00	1.08	1.27	3.46	0.88	0.79	0.67	0.65	0.06	0.56
Smp_305110.1	1.84	2.06	0.58	1.86	4.14	5.37	8.75	5.74	7.55	4.50	14.93
Smp_305120.1	1.73	3.40	12.42	21.32	14.71	12.72	15.31	9.05	8.66	8.07	11.50
Smp_305120.2	3.19	1.99	3.70	12.26	3.35	1.19	1.76	2.38	2.28	1.29	4.26
Smp_305120.3	0.59	0.37	9.84	11.38	17.35	8.56	9.63	10.44	14.25	0.96	5.66
Smp_305120.4	11.32	9.74	5.65	0.94	3.05	3.44	7.73	5.93	6.96	1.01	5.51
Smp_305120.5	13.16	23.70	5.41	5.50	5.10	26.41	27.80	21.33	23.96	3.13	16.81
Smp_305130.1	1.19	0.90	5.72	6.08	9.06	1.16	4.52	1.04	2.14	0.00	0.18
Smp_305130.2	0.93	0.31	0.80	0.00	0.44	2.69	0.00	0.61	0.01	0.32	1.00
Smp_305200.1	2.32	1.73	18.26	34.14	20.86	5.47	5.13	4.32	4.44	0.96	4.62
Smp_305210.1	17.38	21.49	19.27	15.14	25.81	30.71	36.29	29.71	36.86	21.00	36.91
Smp_305210.2	1.52	1.88	6.16	4.86	6.35	4.80	6.21	4.91	5.46	1.42	5.16
Smp_305210.3	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00
Smp_305210.4	0.51	0.59	7.33	21.87	22.20	12.91	16.80	8.62	10.34	3.42	10.37
Smp_305210.5	0.03	0.05	0.36	0.85	0.94	0.27	0.37	0.24	0.43	0.01	0.19
Smp_305220.1	0.01	0.02	0.07	0.03	0.16	0.10	0.24	0.39	0.33	0.06	0.95
Smp_305220.2	0.01	0.13	1.04	1.47	4.04	5.37	7.75	8.25	14.34	2.52	25.27
Smp_305220.3	0.03	0.00	0.11	0.47	0.56	0.49	0.78	0.70	1.08	0.05	0.77
Smp_305220.4	0.02	0.02	0.10	0.48	0.50	0.27	0.50	0.44	0.67	0.07	1.07
Smp_305350.1	0.66	0.58	3.13	10.11	10.89	2.01	1.86	2.28	1.86	0.21	1.36
Smp_305350.2	0.56	0.78	1.03	2.57	1.30	1.73	1.35	1.03	1.42	0.20	0.49
Smp_305350.3	1.65	2.66	8.61	60.69	62.04	21.30	19.02	18.79	16.77	5.89	17.41
Smp_305400.1	3.15	1.31	3.80	11.03	9.48	29.82	38.71	17.54	22.95	3.40	21.68
Smp_305400.2	0.86	0.44	2.45	5.30	3.59	5.35	5.58	2.31	3.45	0.27	3.73
Smp_305410.1	0.47	0.34	5.41	50.41	9.19	8.30	12.71	11.40	13.00	4.15	9.16
Smp_305430.1	0.57	0.13	2.18	1.80	6.73	4.66	5.47	3.56	5.26	0.00	5.07
Smp_305430.2	0.00	0.00	0.00	1.71	1.72	0.37	1.20	0.53	0.71	0.27	0.34
Smp_305460.1	0.26	0.24	0.71	13.41	616.06	4484.86	3588.32	4205.38	3917.81	3327.72	4056.22
Smp_305490.1	7.47	8.72	6.65	20.06	39.63	52.14	54.97	62.27	77.16	10.04	72.70
Smp_305490.2	1.77	1.92	4.88	7.29	14.50	0.19	0.18	0.55	0.53	0.04	0.21
Smp_305490.3	0.36	0.42	1.26	1.69	0.70	2.01	2.29	1.98	2.57	0.28	2.25
Smp_305490.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_305490.5	0.01	0.01	0.29	0.17	0.40	0.00	0.00	0.00	0.00	0.00	0.00
Smp_305490.6	0.09	0.03	0.09	0.18	0.34	0.22	0.19	0.25	0.29	0.06	0.15
Smp_305490.7	0.08	0.05	0.20	0.13	0.00	0.13	0.15	0.23	0.35	0.06	0.14
Smp_305550.1	31.76	60.43	32.72	49.65	79.10	59.05	50.82	54.02	55.60	23.83	49.93
Smp_305560.1	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00
Smp_305560.2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.04
Smp_305560.3	1.07	4.96	9.80	11.98	19.15	15.75	14.79	15.13	14.20	15.79	13.68
Smp_305560.4	0.49	1.12	1.72	1.25	0.68	0.89	0.73	0.75	0.69	0.24	0.48
Smp_305590.1	0.00	0.00	0.26	5.97	6.66	5.90	9.28	2.34	3.08	1.06	7.44
Smp_305620.1	0.00	0.00	2.18	0.00	0.00	0.00	0.37	0.00	0.00	0.20	0.00
Smp_305690.1	3.26	1.98	32.27	48.12	45.47	35.26	35.16	27.81	33.16	15.52	35.99
Smp_305720.1	0.07	0.00	0.45	0.24	0.23	1.21	1.06	0.82	0.82	0.17	0.62
Smp_305730.1	0.27	0.06	1.30	2.21	0.87	2.36	1.91	1.76	1.91	0.49	1.58
Smp_305740.1	1.37	0.60	1.77	3.48	6.65	16.95	15.92	12.57	15.15	2.92	15.92
Smp_305740.2	0.04	0.01	0.10	0.06	0.49	2.28	2.53	2.12	2.51	0.22	2.24
Smp_305760.1	17.24	0.83	7.48	3.51	5.27	16.20	16.55	11.16	13.44	2.60	14.06
Smp_305770.1	1.56	1.68	4.67	2.94	3.92	20.93	22.89	15.41	16.25	5.98	16.09
Smp_305780.1	7.44	6.85	12.60	20.13	2.56	22.29	24.34	15.25	14.06	7.50	16.01
Smp_305800.1	91.35	90.07	0.56	6.03	8.04	2.23	2.48	1.06	2.36	1.92	1.64
Smp_305800.2	418.96	385.07	92.72	155.87	257.78	0.00	0.00	0.00	0.00	0.00	0.00
Smp_305800.3	1.34	38.78	2.77	1.94	0.36	489.20	653.92	550.53	489.14	880.09	461.90
