transcript_id	miracidia	sporocyst_48h	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_027040.1	0.00	0.00	7.54	3.93	8.31	4.15	2.66	3.64	3.95	0.00	0.84
Smp_027040.2	1.01	0.74	1.57	3.51	1.86	1.24	1.31	2.26	1.81	0.62	1.74
Smp_027040.3	0.01	0.07	1.65	1.77	1.43	1.18	1.09	1.53	2.03	0.16	1.11
Smp_027040.4	12.85	14.15	23.40	27.11	22.93	12.33	12.01	12.91	12.59	10.36	17.43
Smp_027080.1	15.95	11.45	18.54	41.04	50.23	68.41	63.42	67.53	59.06	74.98	52.23
Smp_027210.1	1.02	0.76	2.56	3.21	2.35	5.78	4.94	5.60	4.57	6.28	4.04
Smp_027220.1	264.13	204.77	66.74	101.51	138.41	169.82	169.30	150.41	160.07	138.98	178.89
Smp_027240.1	24.49	23.25	51.59	115.69	229.25	191.08	184.37	140.05	133.19	130.95	135.72
Smp_027250.1	63.20	55.15	200.06	166.40	105.77	155.93	179.14	154.88	177.96	124.32	199.77
Smp_027300.1	34.03	17.33	15.02	31.35	58.44	46.28	43.04	30.22	36.58	14.34	35.65
Smp_027340.1	98.71	162.83	333.13	293.30	161.16	79.79	70.72	104.99	99.08	104.22	71.59
Smp_027370.1	4.07	3.24	25.60	13.49	9.84	20.79	21.49	21.02	22.42	9.98	24.55
Smp_027390.1	10.48	17.01	18.00	36.20	57.64	36.85	34.35	30.23	32.79	11.99	28.63
Smp_027400.1	6.03	7.33	11.12	29.87	38.16	16.77	15.25	10.96	11.56	3.61	11.37
Smp_027430.1	0.00	0.06	0.15	0.44	0.00	0.00	0.21	0.19	0.69	0.21	0.20
Smp_027430.2	4.57	1.50	33.61	5.30	13.76	34.76	46.34	48.90	60.24	10.86	58.12
Smp_027450.1	0.27	0.11	0.90	1.74	2.98	0.90	0.95	0.54	1.16	0.22	0.94
Smp_027450.2	6.22	5.00	13.76	60.01	47.55	29.75	27.41	19.02	20.41	8.60	19.91
Smp_027450.3	0.02	0.00	1.79	0.58	0.88	0.25	0.36	0.27	0.40	0.07	0.30
Smp_027480.1	66.58	44.43	95.87	58.96	27.11	76.18	76.35	73.21	82.96	49.39	79.32
Smp_027500.1	0.84	1.19	0.00	0.00	4.61	8.73	11.92	8.25	6.84	10.16	8.20
Smp_027500.2	0.06	0.00	0.00	1.41	0.00	0.80	0.21	0.34	0.19	0.47	0.20
Smp_027550.1	600.38	390.00	401.05	383.62	286.97	243.19	210.96	183.74	179.45	106.16	204.74
Smp_027550.2	9.52	4.72	53.58	123.75	140.02	31.80	34.39	27.37	32.90	3.63	25.83
Smp_027580.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_027610.1	111.39	112.09	28.02	55.73	66.45	72.26	60.69	57.93	47.89	83.82	39.31
Smp_027850.1	15.26	13.34	19.68	32.86	21.98	15.27	13.47	12.68	10.65	10.99	9.76
Smp_027870.1	33.77	26.95	26.45	58.85	55.12	23.77	19.87	24.83	20.69	15.30	17.57
Smp_027880.1	17.75	19.09	33.30	32.28	49.71	60.86	57.97	52.56	55.23	39.82	49.70
Smp_027910.1	49.87	59.72	102.64	96.68	200.53	197.02	178.47	136.72	138.37	98.96	138.33
Smp_027910.2	1.09	1.66	8.54	18.90	17.84	14.01	11.97	8.73	9.07	4.23	7.82
Smp_027920.1	1826.16	2947.26	362.64	611.26	175.69	436.05	277.27	241.46	147.44	355.43	95.71
Smp_027940.1	0.00	0.00	0.02	0.19	0.12	0.13	0.47	0.32	0.42	0.00	0.33
Smp_027970.1	1.40	1.17	3.18	4.01	5.30	0.95	1.05	1.04	1.14	0.21	0.68
Smp_027970.2	34.77	30.17	56.09	77.18	79.42	36.40	32.70	29.49	26.86	15.15	27.07
Smp_027990.1	0.85	0.21	4.58	16.10	24.03	0.39	0.33	0.14	0.21	0.01	0.18
Smp_028030.1	1.08	1.16	7.10	4.77	5.91	2.97	1.86	2.03	2.32	0.39	0.64
Smp_028030.2	13.88	14.07	40.36	48.86	68.74	43.75	37.73	30.69	31.55	8.74	27.92
Smp_028050.1	3.96	3.83	2.07	2.62	2.98	14.62	7.67	8.59	4.98	6.32	2.20
Smp_028060.1	15.08	10.11	27.07	34.28	25.84	29.39	28.94	25.23	25.37	23.64	21.73
Smp_028070.1	11.71	16.18	26.86	72.84	97.14	59.87	61.03	40.25	42.80	9.95	44.01
Smp_028080.1	12.81	11.74	30.34	115.03	120.42	69.75	67.80	55.33	56.33	35.10	62.92
Smp_028100.1	290.68	207.08	79.82	108.03	152.56	274.28	284.04	269.34	305.08	197.16	330.81
Smp_028120.1	23.64	39.64	40.30	50.31	92.01	65.64	65.84	62.39	60.95	22.89	56.24
Smp_028120.2	7.86	12.43	21.91	15.71	18.40	9.09	8.00	6.28	7.98	1.13	4.60
Smp_028120.3	0.41	0.18	1.54	12.32	14.86	4.89	3.58	2.44	3.21	15.88	5.48
Smp_028130.1	0.05	0.10	0.06	0.22	0.89	0.38	0.72	0.41	1.51	0.16	2.15
Smp_028140.1	10.03	9.40	52.66	62.08	76.85	40.43	29.81	29.89	29.04	9.26	26.02
Smp_028140.2	0.00	0.00	1.12	3.58	6.45	12.14	2.46	4.68	1.48	1.56	1.09
Smp_028170.1	352.37	184.72	519.02	969.09	1024.13	532.83	645.40	756.84	963.68	211.17	1147.15
Smp_028170.2	141.20	32.80	123.31	224.19	243.81	223.81	231.88	272.72	338.68	100.04	451.83
Smp_028190.1	13.93	58.50	4.03	7.64	6.74	6.39	8.19	5.83	7.27	3.14	6.81
Smp_028200.1	37.16	23.01	30.37	36.16	59.59	58.45	64.21	56.85	69.27	10.81	70.94
Smp_028200.2	32.81	26.14	17.35	4.79	5.82	7.26	9.73	8.57	9.37	6.41	7.84
Smp_028200.3	1.04	0.76	2.17	2.60	7.17	1.06	1.47	2.16	2.28	0.08	1.23
Smp_028200.4	0.88	0.86	2.10	2.31	2.45	2.52	3.15	2.39	3.04	0.29	2.35
Smp_028210.1	2.19	0.45	0.90	0.49	1.70	2.80	3.19	2.92	3.42	0.44	1.74
Smp_028210.2	29.71	1.98	26.23	3.17	3.56	3.72	4.42	4.41	4.20	2.96	6.60
Smp_028330.1	23.24	16.24	5.75	4.72	6.88	11.31	15.81	9.89	12.53	5.20	13.11
Smp_028340.1	35.15	60.96	12.65	23.94	27.97	21.21	28.11	21.50	23.51	18.99	23.22
Smp_028360.1	3.52	2.22	9.62	10.59	18.84	29.26	45.01	25.77	35.10	5.09	34.93
Smp_028410.1	6.78	9.46	34.33	11.03	4.50	20.90	26.65	23.30	29.42	9.53	23.95
Smp_028430.1	5.86	5.63	7.74	12.56	5.39	8.27	10.38	7.38	8.19	6.79	11.16
Smp_028440.1	269.40	628.61	49.96	91.68	153.00	97.30	123.99	91.87	96.59	77.73	91.35
Smp_028490.1	0.19	0.03	3.16	10.16	13.98	33.37	43.74	42.07	54.77	12.03	74.26
Smp_028500.1	79.58	35.80	80.82	106.49	194.64	181.48	246.04	206.79	266.30	75.45	288.33
Smp_028650.1	10.01	16.60	20.94	46.30	64.00	38.24	50.22	34.21	42.58	8.85	40.36
Smp_028650.2	6.43	5.67	13.84	19.34	23.67	4.78	8.52	5.35	6.69	0.19	4.28
Smp_028670.1	7.43	8.08	15.00	14.26	11.69	141.10	221.69	198.37	277.34	39.51	368.99
Smp_028690.1	1.72	2.31	33.75	61.69	73.41	24.85	30.81	21.76	29.49	3.00	30.13
Smp_028690.2	0.25	0.04	2.95	20.03	13.45	8.72	14.95	12.71	18.13	1.25	10.75
Smp_028690.3	2.01	2.87	7.90	6.17	1.72	1.82	2.95	2.86	4.62	0.00	1.25
Smp_028730.1	23.30	32.22	17.44	46.46	78.20	54.49	51.51	54.89	56.26	33.36	51.07
Smp_028800.1	0.15	0.04	0.62	1.60	0.89	0.65	0.70	0.31	0.32	0.16	0.49
Smp_028850.1	62.12	88.94	24.04	13.63	45.92	11.08	10.72	11.59	8.83	5.93	14.82
Smp_028850.2	13.04	23.17	96.09	20.62	29.85	11.67	12.46	10.38	12.28	2.68	10.59
Smp_028860.1	2.63	2.72	14.22	21.08	10.44	1.97	1.80	2.30	1.10	0.21	0.87
Smp_028870.1	1.61	2.91	5.11	44.54	163.11	571.88	218.80	868.89	694.64	668.36	850.89
Smp_028930.1	1.18	4.32	2.48	17.91	63.33	60.59	64.89	48.37	53.67	31.20	57.17
Smp_028930.2	1.02	1.81	7.68	15.18	20.09	10.23	9.67	4.76	4.93	1.62	5.76
Smp_028940.1	5.70	5.29	9.72	15.18	8.32	12.60	11.67	9.39	10.48	6.41	12.63
Smp_028940.2	0.13	0.08	0.30	0.06	0.25	0.13	0.08	0.06	0.06	0.02	0.07
Smp_028980.1	44.02	19.39	23.41	28.46	23.67	29.58	27.38	25.34	24.51	23.89	21.12
Smp_028980.2	44.02	19.39	23.41	28.46	23.67	29.58	27.38	25.34	24.51	23.89	21.12
Smp_028990.1	160.29	138.54	656.85	387.87	293.77	170.19	133.05	144.48	145.56	81.74	154.95
Smp_029040.1	0.00	0.00	0.00	21.99	0.00	10.46	4.52	0.00	7.74	3.27	8.79
Smp_029040.2	29.19	18.14	94.16	122.96	121.58	68.89	80.38	67.17	65.38	43.46	83.21
Smp_029060.1	34.27	42.57	35.52	100.23	155.19	229.81	234.80	206.15	228.52	86.80	201.07
Smp_029070.1	27.79	15.04	35.44	97.10	111.51	41.24	42.60	42.00	41.58	18.35	45.92
Smp_029100.1	24.02	18.70	32.59	29.12	13.77	47.99	43.43	35.61	35.72	36.54	35.00
Smp_029160.1	4.01	5.02	45.20	159.32	65.01	47.81	58.88	69.71	87.80	18.34	113.05
Smp_029160.2	0.21	0.10	2.86	6.95	2.01	2.72	3.43	3.59	5.42	0.37	5.50
Smp_029160.3	0.48	0.59	19.90	23.31	12.78	7.83	10.92	12.19	16.78	0.94	18.98
Smp_029210.1	18.58	10.50	62.29	128.09	83.13	67.90	54.35	48.64	40.07	35.06	54.70
Smp_029210.2	7.12	2.42	4.46	4.19	6.35	5.35	6.47	7.27	8.46	2.92	8.75
Smp_029240.1	630.50	1117.98	254.51	231.51	450.95	492.60	448.86	379.43	384.11	301.01	349.45
Smp_029360.1	11.83	9.18	22.14	28.87	81.62	49.48	42.83	48.48	45.22	31.66	52.34
Smp_029360.2	1.40	1.51	2.51	6.73	7.13	3.79	2.57	3.75	4.24	0.63	1.50
Smp_029360.3	0.05	0.16	0.29	5.37	0.73	1.44	1.62	1.71	0.73	0.47	0.97
Smp_029370.1	15.46	9.06	11.16	17.05	26.54	25.64	23.37	17.98	16.93	20.73	23.09
Smp_029370.2	0.00	0.00	0.00	0.00	1.33	0.32	0.00	0.00	0.00	0.00	0.13
Smp_029370.3	7.89	6.28	29.83	24.24	19.34	19.17	15.56	16.02	17.80	3.27	9.43
Smp_029390.1	133.19	122.72	212.07	427.98	402.67	362.98	348.25	339.66	337.68	212.75	353.24
Smp_029400.1	15.25	9.45	0.00	0.00	0.00	0.41	1.47	0.67	0.60	0.25	1.02
Smp_029400.2	7.94	2.87	0.00	0.08	0.00	0.20	0.10	0.12	0.04	0.00	0.05
Smp_029470.1	0.16	0.00	6.07	1.88	2.01	1.57	1.31	1.99	3.17	1.15	4.40
Smp_029470.2	0.08	0.09	7.53	3.15	1.27	2.94	3.47	5.23	5.35	1.21	4.76
Smp_029500.1	17.38	40.38	17.35	47.03	169.40	318.68	289.56	327.04	299.25	292.20	275.17
Smp_029670.1	1.01	0.81	17.18	48.43	63.80	21.41	24.68	17.68	23.04	5.71	44.57
Smp_029700.1	20.49	14.85	19.00	18.17	13.50	12.83	11.86	9.18	9.60	6.36	10.81
Smp_029740.1	0.98	1.34	9.96	7.15	15.04	19.75	21.49	16.21	18.11	9.31	17.61
Smp_029740.2	0.98	1.34	9.96	7.15	15.04	19.75	21.49	16.21	18.11	9.31	17.61
Smp_029750.1	73.67	106.82	78.18	137.35	232.92	242.02	227.66	184.92	178.49	267.34	188.99
Smp_029800.1	0.75	0.59	0.75	3.04	5.00	3.76	3.41	3.28	3.46	0.74	3.77
Smp_029800.2	0.14	0.28	1.21	1.15	0.51	2.04	1.36	2.04	2.39	0.21	1.23
Smp_029800.3	1.25	1.54	9.66	11.28	15.10	16.11	14.42	15.83	17.75	5.48	16.69
Smp_029820.1	2137.83	2295.60	415.76	463.14	25.05	895.60	757.35	736.14	625.33	1468.09	477.92
Smp_029850.1	5.34	5.76	5.80	20.35	21.78	8.81	10.40	8.25	8.89	3.71	9.52
Smp_029890.1	72.97	86.43	123.39	173.19	215.52	452.06	450.19	369.78	414.25	194.16	395.12
Smp_029900.1	226.24	249.40	143.24	77.03	60.17	100.30	87.47	77.86	76.17	79.83	78.94
Smp_029940.1	33.47	30.70	30.09	40.19	82.67	81.74	76.19	66.06	65.28	31.04	70.24
Smp_029940.2	1.43	0.96	2.20	6.40	2.87	1.90	1.26	1.88	1.45	0.18	0.70
Smp_029970.1	0.00	0.00	7.34	15.58	24.85	21.90	18.82	21.10	21.56	3.51	8.97
Smp_029990.1	6.63	6.16	23.38	47.89	71.05	18.25	13.78	17.61	16.26	5.03	13.26
Smp_030000.1	6.79	17.67	38.12	143.36	537.19	263.97	181.71	298.85	207.41	328.85	216.12
Smp_030010.1	3.91	2.69	20.93	35.14	43.43	16.08	16.07	14.56	18.43	4.43	21.55
Smp_030020.1	51.70	25.66	64.75	88.92	94.02	53.77	47.61	30.64	29.51	22.80	41.15
Smp_030030.1	1.13	1.93	27.70	122.77	64.64	128.34	145.90	128.32	137.08	146.00	114.29
Smp_030110.1	1.56	2.13	3.60	11.51	20.11	11.19	9.92	10.68	9.71	2.85	8.32
Smp_030150.1	17.36	11.73	21.71	72.26	132.37	116.25	143.12	104.19	137.10	32.39	162.15
Smp_030180.1	3.06	3.70	3.29	4.50	3.63	12.78	11.53	9.85	10.22	13.63	9.71
Smp_030220.1	37.60	50.01	50.19	54.77	189.40	235.31	209.55	204.27	212.87	122.20	207.17
Smp_030250.1	135.72	46.67	152.56	202.47	125.46	59.62	60.82	41.16	40.20	29.41	65.93
Smp_030260.1	3.57	2.86	26.71	7.72	2.97	18.71	19.06	15.49	19.03	10.53	18.81
Smp_030280.1	1.70	0.64	0.00	3.03	0.69	0.60	0.49	0.75	0.23	1.01	0.66
Smp_030280.2	15.56	22.01	8.82	20.19	29.02	38.03	34.48	29.09	29.84	26.58	30.06
Smp_030290.1	452.76	319.85	274.18	276.04	163.55	328.25	318.91	278.13	293.06	252.79	288.85
Smp_030290.2	1.44	0.83	2.64	1.76	2.62	4.73	3.27	3.65	3.77	0.94	1.95
Smp_030320.1	4.60	6.77	8.46	15.70	33.05	41.29	37.73	32.62	33.45	17.04	34.91
Smp_030330.1	87.07	113.30	88.28	80.07	110.52	211.23	200.12	177.46	186.65	153.75	200.39
Smp_030350.1	0.13	0.16	0.08	0.00	0.13	0.67	0.47	0.56	0.49	0.07	0.33
Smp_030370.1	332.49	1134.04	30.46	68.47	197.62	721.54	711.89	618.75	591.95	616.04	593.71
Smp_030400.1	76.92	47.03	92.80	93.33	83.74	113.56	141.59	103.45	134.33	41.09	127.81
Smp_030400.2	0.75	0.36	3.02	7.61	7.07	7.53	8.87	6.15	7.05	1.02	5.26
Smp_030440.1	1.31	0.31	2.47	1.52	0.13	14.36	20.12	16.20	21.88	6.37	25.16
Smp_030500.1	1120.92	553.37	11865.86	2014.92	277.26	316.65	307.47	298.84	318.74	134.21	269.88
Smp_030690.1	2616.76	2907.03	318.49	327.91	725.21	949.06	914.64	918.30	748.93	1463.79	617.13
Smp_030710.1	265.11	152.36	98.48	183.30	146.26	72.29	58.15	48.52	44.13	35.30	50.74
Smp_030710.2	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_030730.1	5799.77	10633.23	1269.46	6617.46	5072.96	6139.51	6316.21	4326.22	5059.88	1830.84	5019.45
Smp_030760.1	0.26	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_030760.2	1.26	0.54	3.10	5.21	7.71	9.07	6.94	5.60	5.89	2.76	5.21
Smp_030760.3	10.59	10.22	17.61	22.26	24.22	26.20	24.46	17.58	17.22	10.78	20.47
Smp_030760.4	0.02	0.07	0.47	0.29	0.25	0.20	0.19	0.12	0.07	0.05	0.03
Smp_030780.1	0.16	0.06	0.27	2.34	1.74	0.46	0.47	0.38	0.47	0.01	0.09
Smp_030780.2	8.23	8.48	45.06	74.86	79.34	39.12	40.53	31.00	31.13	12.95	28.37
Smp_030780.3	0.58	0.29	6.15	8.04	4.92	7.21	7.01	6.84	6.04	3.21	3.96
Smp_030830.1	1242.67	913.83	260.59	396.66	437.35	501.70	466.15	396.59	376.98	309.74	358.94
Smp_030860.1	20.38	23.57	14.57	16.67	21.79	14.30	9.83	10.19	9.08	6.96	5.89
Smp_030860.2	2.49	5.19	24.29	28.30	37.86	22.67	22.91	15.79	14.98	7.44	18.31
Smp_030870.1	0.33	0.24	0.54	0.93	1.11	9.37	7.90	5.77	5.87	1.70	5.04
Smp_030910.1	0.10	0.06	0.79	0.85	2.32	4.47	5.59	4.38	5.37	1.89	6.45
Smp_030920.1	711.21	977.17	342.74	345.00	152.05	287.05	268.46	239.32	252.01	290.78	216.38
Smp_030920.2	94.34	78.60	75.63	135.08	185.99	276.04	249.60	229.99	222.93	181.30	242.95
Smp_030930.1	0.19	0.25	0.46	0.16	0.98	0.32	0.31	0.36	0.38	0.14	0.19
Smp_030930.2	2.02	1.45	5.66	7.70	8.38	6.81	7.59	5.53	5.77	4.39	5.98
Smp_030930.3	0.99	0.79	2.38	6.66	1.75	2.96	2.36	1.97	1.90	0.52	1.77
Smp_031000.1	28.83	22.46	32.96	61.20	70.74	37.91	54.47	41.15	54.61	10.13	60.90
Smp_031010.1	8.11	8.17	8.55	8.85	15.09	8.06	11.10	7.80	10.65	3.26	10.64
Smp_031010.2	1.66	0.89	2.17	7.77	2.27	1.82	1.99	1.35	1.25	0.20	1.08
Smp_031020.1	1.20	0.46	0.21	1.87	0.40	0.42	0.05	1.52	0.31	2.28	0.15
Smp_031040.1	43.72	48.98	51.27	64.32	124.83	73.63	92.64	72.88	76.59	37.01	72.62
Smp_031050.1	43.92	19.67	176.55	256.63	353.81	127.65	179.04	148.10	189.96	36.70	199.40
Smp_031070.1	7.09	12.00	19.11	43.82	57.34	37.27	44.20	31.65	41.81	11.34	42.14
Smp_031070.2	5.00	2.41	10.09	5.94	11.90	8.75	12.97	9.90	12.00	2.13	14.37
Smp_031100.1	24.09	30.20	40.06	116.01	141.98	74.70	105.28	74.48	97.40	18.04	117.43
Smp_031180.1	0.00	0.00	0.14	5.88	123.83	20.65	32.55	13.84	19.45	2.83	20.57
Smp_031180.2	0.00	0.00	0.00	0.00	0.22	0.06	0.15	0.00	0.07	0.00	0.00
Smp_031190.1	0.00	0.00	0.00	0.00	1.48	0.45	0.73	0.34	0.18	0.14	0.13
Smp_031190.2	0.03	0.00	2.52	7.10	29.12	9.84	15.77	8.79	13.94	2.78	12.08
Smp_031190.3	0.00	0.00	0.00	0.00	1.48	0.45	0.73	0.34	0.18	0.14	0.13
Smp_031190.4	0.03	0.00	2.52	7.10	29.12	9.84	15.77	8.79	13.94	2.78	12.08
Smp_031220.1	0.59	0.89	2.18	5.09	6.13	3.04	4.65	4.18	5.15	1.40	5.20
Smp_031270.1	0.42	0.25	0.16	0.70	1.80	0.72	1.19	0.38	0.35	0.14	0.48
Smp_031270.2	1.58	0.93	2.61	1.80	3.50	8.10	8.99	6.26	7.35	1.58	7.34
Smp_031270.3	0.48	0.68	2.41	2.95	5.08	4.34	4.68	2.91	3.70	0.72	3.40
Smp_031300.1	0.00	0.00	0.00	0.00	0.03	0.05	0.30	0.28	0.35	0.00	0.06
Smp_031300.2	4.66	4.90	25.28	105.62	60.13	22.09	47.00	33.52	54.68	3.63	65.83
Smp_031310.1	363.51	320.34	87.55	64.94	14.33	116.79	139.69	105.21	117.66	114.82	111.20
Smp_031310.2	50.65	47.86	13.10	33.43	16.07	14.55	19.30	14.14	16.33	12.54	16.58
Smp_031360.1	84.29	119.56	112.58	165.87	183.94	107.03	133.10	94.32	113.38	34.87	100.73
Smp_031390.1	0.00	0.00	0.00	0.10	1.50	1.00	3.57	1.04	1.61	0.60	1.63
Smp_031560.1	8.26	13.96	30.24	17.87	30.52	31.00	28.04	22.63	21.95	11.55	20.21
Smp_031570.1	4008.68	4626.87	670.51	797.21	2340.98	1406.43	1306.07	1257.45	1048.65	1914.60	929.50
Smp_031570.2	6.75	8.47	2.86	8.52	6.51	4.86	4.67	4.08	3.00	4.10	2.34
Smp_031590.1	13.09	17.56	24.84	33.99	61.70	120.87	118.42	109.45	123.35	49.29	119.83
Smp_031680.1	0.48	0.12	1.57	4.87	9.94	6.19	6.63	4.06	4.70	0.78	4.83
Smp_031690.1	29.77	21.96	21.98	30.19	38.07	35.57	29.62	29.87	29.89	16.11	56.50
Smp_031690.2	4.62	9.82	1.78	7.37	29.27	19.68	30.67	21.63	23.96	27.64	25.85
Smp_031710.1	16.20	33.05	34.33	75.02	145.72	278.16	275.64	245.14	251.59	138.68	216.48
Smp_031720.1	422.92	570.58	368.32	546.33	701.80	669.37	595.43	435.18	450.22	305.93	375.09
Smp_031730.1	481.42	756.53	78.39	157.88	281.01	230.36	225.43	250.76	207.55	288.61	186.68
Smp_031770.1	92.46	144.93	221.39	152.02	617.81	972.32	1502.88	1674.67	2453.45	257.01	3033.44
Smp_031770.2	17.50	0.00	2.28	0.00	8.54	530.10	562.20	410.27	487.47	92.93	381.46
Smp_031770.3	12.61	18.83	5.48	19.94	13.31	38.82	42.49	51.02	66.48	8.78	79.59
Smp_031880.1	58.00	70.80	65.45	125.76	242.64	441.97	471.22	450.48	538.92	103.58	524.54
Smp_031920.1	54.19	55.95	108.95	59.40	70.66	63.96	45.90	41.50	39.34	21.31	42.02
Smp_031920.2	152.57	113.48	82.73	177.73	137.82	52.74	49.42	32.30	32.41	30.62	39.03
Smp_031950.1	12.05	13.09	32.01	33.13	39.63	45.14	46.80	43.76	50.14	25.93	50.64
Smp_031990.1	13.06	12.16	10.21	20.35	25.06	26.52	22.14	22.36	23.48	8.45	17.19
Smp_032000.1	2.16	4.68	4.39	6.97	13.93	17.32	14.28	12.24	10.60	9.74	10.11
Smp_032060.1	233.25	265.20	192.93	283.21	267.90	432.68	426.88	355.67	378.13	304.02	387.00
Smp_032060.2	5.43	3.21	17.12	10.08	13.45	12.89	8.09	11.73	11.56	1.38	4.48
Smp_032120.1	0.56	0.46	7.20	9.65	14.36	8.50	8.84	6.59	7.00	3.09	6.01
Smp_032120.2	13.16	19.66	44.83	49.68	48.52	52.21	45.33	47.07	45.42	28.49	49.42
Smp_032150.1	125.67	64.98	162.07	335.91	188.43	102.74	109.25	96.34	106.81	54.18	113.13
Smp_032180.1	240.59	724.59	251.57	632.54	1060.99	1192.75	1226.34	1090.75	1162.11	848.39	1105.20
Smp_032230.1	3.52	3.38	14.17	13.85	9.30	15.25	14.51	13.47	14.05	12.16	15.32
Smp_032240.1	36.09	37.84	84.18	95.49	120.96	100.74	85.68	75.16	80.85	43.92	89.84
Smp_032250.1	37.44	31.64	146.50	169.12	181.63	114.15	92.60	71.49	77.32	41.94	78.92
Smp_032250.2	4.60	4.44	24.56	27.65	41.54	22.08	20.22	17.56	18.75	6.38	15.67
Smp_032260.1	173.41	202.02	38.66	38.22	24.39	49.17	43.64	42.33	36.09	57.56	31.04
Smp_032260.2	173.41	202.02	38.66	38.22	24.39	49.17	43.64	42.33	36.09	57.56	31.04
Smp_032280.1	16.64	22.38	20.58	299.61	222.83	53.94	43.54	31.94	28.40	10.17	19.54
Smp_032310.1	32.34	17.30	170.37	260.13	249.19	285.33	298.20	273.01	329.63	226.09	400.56
Smp_032320.1	16.60	24.21	29.51	70.45	34.36	58.53	48.29	47.87	52.35	19.14	37.47
Smp_032320.2	120.13	155.11	85.20	106.73	55.56	93.93	72.25	59.20	56.33	57.30	55.48
Smp_032370.1	0.03	0.14	0.00	0.00	0.00	0.49	0.10	0.04	0.04	0.10	0.10
Smp_032420.1	20.08	52.76	14.10	61.58	88.32	127.49	124.48	90.16	93.00	73.78	94.81
Smp_032480.1	110.10	60.62	196.13	234.27	171.85	67.88	51.47	45.78	40.63	13.80	32.42
Smp_032490.1	1.15	2.22	6.51	3.61	6.95	4.83	3.70	3.08	2.35	2.58	1.89
Smp_032500.1	132.48	201.69	22.03	15.55	24.17	103.00	66.27	45.90	33.78	35.31	18.94
Smp_032500.2	1.09	1.66	0.77	0.12	0.57	5.39	4.00	3.38	2.93	2.52	2.87
Smp_032510.1	328.31	398.73	135.38	240.91	341.39	124.32	121.65	116.87	103.92	60.72	91.41
Smp_032520.1	60.81	41.54	687.58	1473.20	701.47	349.69	394.09	368.98	468.51	91.92	495.65
Smp_032580.1	578.62	786.14	153.65	179.45	224.11	308.13	296.23	244.03	244.63	165.04	230.03
Smp_032640.1	9.37	26.17	108.19	90.63	73.03	28.68	29.04	26.53	24.69	13.09	25.93
Smp_032640.2	0.00	0.00	2.75	1.85	0.00	0.00	0.00	0.48	0.54	0.00	0.00
Smp_032670.1	1094.60	954.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_032670.2	39.35	33.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Smp_032670.3	2511.32	1937.21	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
Smp_032720.1	0.10	0.06	0.22	0.33	0.21	3.26	2.56	2.25	2.65	0.70	2.75
Smp_032760.1	208.57	271.50	38.13	38.84	33.41	136.99	132.02	117.44	102.64	200.25	87.94
Smp_032770.1	9.38	11.55	20.75	48.43	76.64	40.72	43.76	30.33	33.53	18.97	38.78
Smp_032770.2	2.35	1.05	12.13	21.06	21.80	10.28	8.32	6.64	5.27	3.77	6.39
Smp_032770.3	4.29	2.47	6.10	6.68	7.79	11.74	8.88	10.00	8.54	2.14	4.80
Smp_032780.1	7.21	10.97	5.22	7.08	16.22	13.92	12.02	13.06	10.62	16.55	9.39
Smp_032790.1	6.64	5.26	20.96	13.24	6.75	13.14	13.84	12.55	15.45	9.21	14.57
Smp_032800.1	12.32	17.12	18.50	29.56	63.06	50.12	49.10	39.35	38.53	23.83	36.46
Smp_032810.1	57.18	67.71	24.15	16.54	21.54	36.88	35.56	30.80	30.94	26.38	29.50
Smp_032820.1	68.92	66.27	83.31	145.13	134.46	99.31	99.69	88.22	98.28	47.52	99.33
Smp_032920.1	13.01	9.65	8.57	8.19	2.90	16.71	20.99	16.30	20.93	8.85	21.21
Smp_032920.2	1.98	2.65	13.15	11.14	6.30	4.76	5.90	4.46	5.20	2.73	6.61
Smp_032930.1	47.41	34.42	48.44	71.53	104.38	68.91	88.60	63.23	76.67	23.87	79.96
Smp_032950.1	42.93	127.28	5.21	12.40	2.54	63.09	86.39	50.11	63.65	27.62	58.30
Smp_032970.1	0.00	0.20	1245.50	1878.30	869.46	84.54	17.92	21.33	6.33	5.86	1.60
Smp_032970.2	0.02	0.01	5.45	17.69	35.95	1.13	0.16	0.23	0.08	0.06	0.04
Smp_032980.1	0.00	0.00	1594.15	304.02	0.00	3.65	0.21	2.58	0.53	0.87	0.00
Smp_032990.1	0.00	0.00	10145.46	6967.62	86.43	10.11	1.05	7.82	0.59	3.38	0.17
Smp_033000.1	10.65	2.27	64391.63	36610.98	151.38	75.34	26.48	37.23	14.75	19.72	7.69
Smp_033010.1	0.21	0.04	4.80	7.04	1.03	0.96	1.26	0.56	0.64	0.18	0.65
